"TIME","GEO","UNIT","SEX","AGE","ICD10","Value"
"2002","ES61","Rate","Total","65 years or over","Intentional self-harm","21.1"
"2002","ES62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","149.5"
"2002","ES62","Rate","Total","65 years or over","Intentional self-harm","19.6"
"2002","ES63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","138.5"
"2002","ES63","Rate","Total","65 years or over","Intentional self-harm","0.0"
"2002","ES70","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","143.8"
"2002","ES70","Rate","Total","65 years or over","Intentional self-harm","9.4"
"2002","FR10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","131.2"
"2002","FR10","Rate","Total","65 years or over","Intentional self-harm","15.7"
"2002","FR21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","153.6"
"2002","FR21","Rate","Total","65 years or over","Intentional self-harm","35.1"
"2002","FR22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","164.2"
"2002","FR22","Rate","Total","65 years or over","Intentional self-harm","48.4"
"2002","FR23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","219.8"
"2002","FR23","Rate","Total","65 years or over","Intentional self-harm","38.9"
"2002","FR24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","160.2"
"2002","FR24","Rate","Total","65 years or over","Intentional self-harm","38.2"
"2002","FR25","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","138.6"
"2002","FR25","Rate","Total","65 years or over","Intentional self-harm","40.1"
"2002","FR26","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","175.7"
"2002","FR26","Rate","Total","65 years or over","Intentional self-harm","43.4"
"2002","FR30","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","136.2"
"2002","FR30","Rate","Total","65 years or over","Intentional self-harm","35.5"
"2002","FR41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","190.0"
"2002","FR41","Rate","Total","65 years or over","Intentional self-harm","19.0"
"2002","FR42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","197.2"
"2002","FR42","Rate","Total","65 years or over","Intentional self-harm","24.6"
"2002","FR43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","165.2"
"2002","FR43","Rate","Total","65 years or over","Intentional self-harm","29.4"
"2002","FR51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","144.8"
"2002","FR51","Rate","Total","65 years or over","Intentional self-harm","39.0"
"2002","FR52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","171.0"
"2002","FR52","Rate","Total","65 years or over","Intentional self-harm","42.7"
"2002","FR53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","130.1"
"2002","FR53","Rate","Total","65 years or over","Intentional self-harm","43.5"
"2002","FR61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","136.7"
"2002","FR61","Rate","Total","65 years or over","Intentional self-harm","32.8"
"2002","FR62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.7"
"2002","FR62","Rate","Total","65 years or over","Intentional self-harm","16.5"
"2002","FR63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","198.8"
"2002","FR63","Rate","Total","65 years or over","Intentional self-harm","40.1"
"2002","FR71","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","150.3"
"2002","FR71","Rate","Total","65 years or over","Intentional self-harm","25.4"
"2002","FR72","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","181.1"
"2002","FR72","Rate","Total","65 years or over","Intentional self-harm","30.1"
"2002","FR81","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","128.4"
"2002","FR81","Rate","Total","65 years or over","Intentional self-harm","22.4"
"2002","FR82","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.2"
"2002","FR82","Rate","Total","65 years or over","Intentional self-harm","27.9"
"2002","FR83","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","102.2"
"2002","FR83","Rate","Total","65 years or over","Intentional self-harm","24.6"
"2002","HU10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","37.7"
"2002","HU10","Rate","Total","65 years or over","Intentional self-harm","42.6"
"2002","HU21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","36.1"
"2002","HU21","Rate","Total","65 years or over","Intentional self-harm","38.7"
"2002","HU22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","26.7"
"2002","HU22","Rate","Total","65 years or over","Intentional self-harm","27.4"
"2002","HU23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","26.8"
"2002","HU23","Rate","Total","65 years or over","Intentional self-harm","47.1"
"2002","HU31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","34.1"
"2002","HU31","Rate","Total","65 years or over","Intentional self-harm","40.6"
"2002","HU32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","34.7"
"2002","HU32","Rate","Total","65 years or over","Intentional self-harm","69.5"
"2002","HU33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","58.8"
"2002","HU33","Rate","Total","65 years or over","Intentional self-harm","70.2"
"2002","NL11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","294.5"
"2002","NL11","Rate","Total","65 years or over","Intentional self-harm","23.0"
"2002","NL12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","274.6"
"2002","NL12","Rate","Total","65 years or over","Intentional self-harm","8.7"
"2002","NL13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","302.4"
"2002","NL13","Rate","Total","65 years or over","Intentional self-harm","13.4"
"2002","NL21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","269.1"
"2002","NL21","Rate","Total","65 years or over","Intentional self-harm","12.6"
"2002","NL22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","251.4"
"2002","NL22","Rate","Total","65 years or over","Intentional self-harm","16.7"
"2002","NL23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","207.5"
"2002","NL23","Rate","Total","65 years or over","Intentional self-harm","16.7"
"2002","NL31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","288.2"
"2002","NL31","Rate","Total","65 years or over","Intentional self-harm","10.6"
"2002","NL32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","301.3"
"2002","NL32","Rate","Total","65 years or over","Intentional self-harm","14.8"
"2002","NL33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","303.5"
"2002","NL33","Rate","Total","65 years or over","Intentional self-harm","13.4"
"2002","NL34","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","326.8"
"2002","NL34","Rate","Total","65 years or over","Intentional self-harm","4.8"
"2002","NL41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","238.2"
"2002","NL41","Rate","Total","65 years or over","Intentional self-harm","11.0"
"2002","NL42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","261.5"
"2002","NL42","Rate","Total","65 years or over","Intentional self-harm","6.9"
"2002","AT11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","9.9"
"2002","AT11","Rate","Total","65 years or over","Intentional self-harm","39.6"
"2002","AT12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","11.6"
"2002","AT12","Rate","Total","65 years or over","Intentional self-harm","41.5"
"2002","AT13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.7"
"2002","AT13","Rate","Total","65 years or over","Intentional self-harm","34.5"
"2002","AT21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","9.8"
"2002","AT21","Rate","Total","65 years or over","Intentional self-harm","64.2"
"2002","AT22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.6"
"2002","AT22","Rate","Total","65 years or over","Intentional self-harm","45.7"
"2002","AT31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","13.1"
"2002","AT31","Rate","Total","65 years or over","Intentional self-harm","39.6"
"2002","AT32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","15.7"
"2002","AT32","Rate","Total","65 years or over","Intentional self-harm","35.6"
"2002","AT33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.6"
"2002","AT33","Rate","Total","65 years or over","Intentional self-harm","33.9"
"2002","AT34","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","22.5"
"2002","AT34","Rate","Total","65 years or over","Intentional self-harm","38.2"
"2002","SE11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","281.4"
"2002","SE11","Rate","Total","65 years or over","Intentional self-harm","17.7"
"2002","SE12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","282.4"
"2002","SE12","Rate","Total","65 years or over","Intentional self-harm","19.7"
"2002","SE21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","273.3"
"2002","SE21","Rate","Total","65 years or over","Intentional self-harm","16.0"
"2002","SE22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","275.0"
"2002","SE22","Rate","Total","65 years or over","Intentional self-harm","19.1"
"2002","SE23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","302.2"
"2002","SE23","Rate","Total","65 years or over","Intentional self-harm","19.3"
"2002","SE31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","306.5"
"2002","SE31","Rate","Total","65 years or over","Intentional self-harm","26.9"
"2002","SE32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","260.3"
"2002","SE32","Rate","Total","65 years or over","Intentional self-harm","16.0"
"2002","SE33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","357.0"
"2002","SE33","Rate","Total","65 years or over","Intentional self-harm","15.4"
"2002","NO01","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","130.1"
"2002","NO01","Rate","Total","65 years or over","Intentional self-harm","15.9"
"2002","NO02","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","148.3"
"2002","NO02","Rate","Total","65 years or over","Intentional self-harm","22.2"
"2002","NO03","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","136.5"
"2002","NO03","Rate","Total","65 years or over","Intentional self-harm","13.6"
"2002","NO04","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","126.4"
"2002","NO04","Rate","Total","65 years or over","Intentional self-harm","5.8"
"2002","NO05","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.3"
"2002","NO05","Rate","Total","65 years or over","Intentional self-harm","11.6"
"2002","NO06","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","137.7"
"2002","NO06","Rate","Total","65 years or over","Intentional self-harm","13.4"
"2002","NO07","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","106.6"
"2002","NO07","Rate","Total","65 years or over","Intentional self-harm","8.8"
"2002","UKC1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","132.8"
"2002","UKC1","Rate","Total","65 years or over","Intentional self-harm","4.3"
"2002","UKC2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","154.9"
"2002","UKC2","Rate","Total","65 years or over","Intentional self-harm","5.5"
"2002","UKD1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","134.8"
"2002","UKD1","Rate","Total","65 years or over","Intentional self-harm","2.2"
"2002","UKD3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","146.0"
"2002","UKD3","Rate","Total","65 years or over","Intentional self-harm","4.0"
"2002","UKD4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","160.1"
"2002","UKD4","Rate","Total","65 years or over","Intentional self-harm","11.0"
"2002","UKE1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","125.0"
"2002","UKE1","Rate","Total","65 years or over","Intentional self-harm","6.7"
"2002","UKE2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","140.2"
"2002","UKE2","Rate","Total","65 years or over","Intentional self-harm","8.8"
"2002","UKE3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","170.3"
"2002","UKE3","Rate","Total","65 years or over","Intentional self-harm","5.8"
"2002","UKE4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","176.0"
"2002","UKE4","Rate","Total","65 years or over","Intentional self-harm","6.0"
"2002","UKF1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","162.6"
"2002","UKF1","Rate","Total","65 years or over","Intentional self-harm","4.6"
"2002","UKF2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","158.7"
"2002","UKF2","Rate","Total","65 years or over","Intentional self-harm","4.7"
"2002","UKF3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","129.8"
"2002","UKF3","Rate","Total","65 years or over","Intentional self-harm","2.4"
"2002","UKG1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","134.9"
"2002","UKG1","Rate","Total","65 years or over","Intentional self-harm","5.3"
"2002","UKG2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","163.3"
"2002","UKG2","Rate","Total","65 years or over","Intentional self-harm","6.7"
"2002","UKG3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","145.6"
"2002","UKG3","Rate","Total","65 years or over","Intentional self-harm","3.0"
"2002","UKH1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","165.2"
"2002","UKH1","Rate","Total","65 years or over","Intentional self-harm","7.9"
"2002","UKH2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","161.2"
"2002","UKH2","Rate","Total","65 years or over","Intentional self-harm","9.4"
"2002","UKH3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","169.6"
"2002","UKH3","Rate","Total","65 years or over","Intentional self-harm","3.3"
"2002","UKJ1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","152.2"
"2002","UKJ1","Rate","Total","65 years or over","Intentional self-harm","5.3"
"2002","UKJ2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","158.0"
"2002","UKJ2","Rate","Total","65 years or over","Intentional self-harm","8.4"
"2002","UKJ3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","186.6"
"2002","UKJ3","Rate","Total","65 years or over","Intentional self-harm","8.2"
"2002","UKJ4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.6"
"2002","UKJ4","Rate","Total","65 years or over","Intentional self-harm","8.0"
"2002","UKK1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","166.2"
"2002","UKK1","Rate","Total","65 years or over","Intentional self-harm","6.2"
"2002","UKK2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","168.0"
"2002","UKK2","Rate","Total","65 years or over","Intentional self-harm","5.5"
"2002","UKM","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","228.2"
"2002","UKM","Rate","Total","65 years or over","Intentional self-harm","7.6"
"2002","UKN0","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","146.5"
"2002","UKN0","Rate","Total","65 years or over","Intentional self-harm","4.4"
"2003","CZ01","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","0.0"
"2003","CZ01","Rate","Total","65 years or over","Intentional self-harm","29.7"
"2003","CZ04","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","0.7"
"2003","CZ04","Rate","Total","65 years or over","Intentional self-harm","24.7"
"2003","CZ05","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","1.5"
"2003","CZ05","Rate","Total","65 years or over","Intentional self-harm","28.1"
"2003","CZ06","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","1.3"
"2003","CZ06","Rate","Total","65 years or over","Intentional self-harm","17.9"
"2003","CZ07","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","4.7"
"2003","CZ07","Rate","Total","65 years or over","Intentional self-harm","28.1"
"2003","DE1","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","13.2"
"2003","DE1","Rate","Total","65 years or over","Intentional self-harm","26.1"
"2003","DE2","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","71.4"
"2003","DE2","Rate","Total","65 years or over","Intentional self-harm","25.6"
"2003","DE3","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","73.6"
"2003","DE3","Rate","Total","65 years or over","Intentional self-harm","18.0"
"2003","DE4","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","10.0"
"2003","DE4","Rate","Total","65 years or over","Intentional self-harm","24.0"
"2003","DE5","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","68.1"
"2003","DE5","Rate","Total","65 years or over","Intentional self-harm","30.5"
"2003","DE6","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","39.0"
"2003","DE6","Rate","Total","65 years or over","Intentional self-harm","30.1"
"2003","DE7","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","12.0"
"2003","DE7","Rate","Total","65 years or over","Intentional self-harm","26.8"
"2003","DE8","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","20.9"
"2003","DE8","Rate","Total","65 years or over","Intentional self-harm","17.3"
"2003","DE9","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","8.8"
"2003","DE9","Rate","Total","65 years or over","Intentional self-harm","24.6"
"2003","DEA","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","18.4"
"2003","DEA","Rate","Total","65 years or over","Intentional self-harm","17.3"
"2003","DEB","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","49.6"
"2003","DEB","Rate","Total","65 years or over","Intentional self-harm","26.3"
"2003","DEC","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","17.3"
"2003","DEC","Rate","Total","65 years or over","Intentional self-harm","13.9"
"2003","DED","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","25.8"
"2003","DED","Rate","Total","65 years or over","Intentional self-harm","31.9"
"2003","DEE","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","11.8"
"2003","DEE","Rate","Total","65 years or over","Intentional self-harm","23.6"
"2003","DEF","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","8.6"
"2003","DEF","Rate","Total","65 years or over","Intentional self-harm","33.6"
"2003","DEG","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","21.1"
"2003","DEG","Rate","Total","65 years or over","Intentional self-harm","32.4"
"2003","EL11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","6.9"
"2003","EL11","Rate","Total","65 years or over","Intentional self-harm","5.2"
"2003","EL12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.0"
"2003","EL12","Rate","Total","65 years or over","Intentional self-harm","2.8"
"2003","EL13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","10.4"
"2003","EL13","Rate","Total","65 years or over","Intentional self-harm","5.2"
"2003","EL14","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","22.2"
"2003","EL14","Rate","Total","65 years or over","Intentional self-harm","2.1"
"2003","EL21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","6.9"
"2003","EL21","Rate","Total","65 years or over","Intentional self-harm","11.0"
"2003","EL23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","4.5"
"2003","EL23","Rate","Total","65 years or over","Intentional self-harm","6.7"
"2003","EL24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","3.5"
"2003","EL24","Rate","Total","65 years or over","Intentional self-harm","5.3"
"2003","EL25","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","7.5"
"2003","EL25","Rate","Total","65 years or over","Intentional self-harm","12.8"
"2003","EL43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","10.9"
"2003","EL43","Rate","Total","65 years or over","Intentional self-harm","7.9"
"2003","ES11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.4"
"2003","ES11","Rate","Total","65 years or over","Intentional self-harm","22.8"
"2003","ES12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","243.1"
"2003","ES12","Rate","Total","65 years or over","Intentional self-harm","25.9"
"2003","ES13","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","177.7"
"2003","ES13","Rate","Total","65 years or over","Intentional self-harm","15.5"
"2003","ES21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","201.1"
"2003","ES21","Rate","Total","65 years or over","Intentional self-harm","14.2"
"2003","ES22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","141.7"
"2003","ES22","Rate","Total","65 years or over","Intentional self-harm","18.7"
"2003","ES23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","152.4"
"2003","ES23","Rate","Total","65 years or over","Intentional self-harm","16.5"
"2003","ES24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","196.1"
"2003","ES24","Rate","Total","65 years or over","Intentional self-harm","17.8"
"2003","ES30","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","139.0"
"2003","ES30","Rate","Total","65 years or over","Intentional self-harm","8.3"
"2003","ES41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","136.2"
"2003","ES41","Rate","Total","65 years or over","Intentional self-harm","19.2"
"2003","ES42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","142.1"
"2003","ES42","Rate","Total","65 years or over","Intentional self-harm","18.0"
"2003","ES43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","113.2"
"2003","ES43","Rate","Total","65 years or over","Intentional self-harm","12.9"
"2003","ES51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","298.8"
"2003","ES51","Rate","Total","65 years or over","Intentional self-harm","12.1"
"2003","ES52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","186.4"
"2003","ES52","Rate","Total","65 years or over","Intentional self-harm","16.2"
"2003","ES53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","186.9"
"2003","ES53","Rate","Total","65 years or over","Intentional self-harm","18.5"
"2003","ES61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","120.1"
"2003","ES61","Rate","Total","65 years or over","Intentional self-harm","22.4"
"2003","ES62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","147.6"
"2003","ES62","Rate","Total","65 years or over","Intentional self-harm","18.1"
"2003","ES63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","36.8"
"2003","ES63","Rate","Total","65 years or over","Intentional self-harm","12.3"
"2003","ES70","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","155.2"
"2003","ES70","Rate","Total","65 years or over","Intentional self-harm","12.3"
"2003","FR10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","134.0"
"2003","FR10","Rate","Total","65 years or over","Intentional self-harm","17.3"
"2003","FR21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","165.3"
"2003","FR21","Rate","Total","65 years or over","Intentional self-harm","39.7"
"2003","FR22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","173.7"
"2003","FR22","Rate","Total","65 years or over","Intentional self-harm","40.7"
"2003","FR23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","226.4"
"2003","FR23","Rate","Total","65 years or over","Intentional self-harm","39.9"
"2003","FR24","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","175.3"
"2003","FR24","Rate","Total","65 years or over","Intentional self-harm","42.9"
"2003","FR25","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","153.9"
"2003","FR25","Rate","Total","65 years or over","Intentional self-harm","38.0"
"2003","FR26","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","177.8"
"2003","FR26","Rate","Total","65 years or over","Intentional self-harm","37.1"
"2003","FR30","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","150.4"
"2003","FR30","Rate","Total","65 years or over","Intentional self-harm","32.3"
"2003","FR41","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","195.6"
"2003","FR41","Rate","Total","65 years or over","Intentional self-harm","26.3"
"2003","FR42","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","229.8"
"2003","FR42","Rate","Total","65 years or over","Intentional self-harm","22.2"
"2003","FR43","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","188.5"
"2003","FR43","Rate","Total","65 years or over","Intentional self-harm","24.2"
"2003","FR51","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","155.8"
"2003","FR51","Rate","Total","65 years or over","Intentional self-harm","41.6"
"2003","FR52","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","179.8"
"2003","FR52","Rate","Total","65 years or over","Intentional self-harm","35.2"
"2003","FR53","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","149.1"
"2003","FR53","Rate","Total","65 years or over","Intentional self-harm","38.1"
"2003","FR61","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","145.2"
"2003","FR61","Rate","Total","65 years or over","Intentional self-harm","28.7"
"2003","FR62","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","147.9"
"2003","FR62","Rate","Total","65 years or over","Intentional self-harm","19.8"
"2003","FR63","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","248.8"
"2003","FR63","Rate","Total","65 years or over","Intentional self-harm","40.6"
"2003","FR71","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","150.8"
"2003","FR71","Rate","Total","65 years or over","Intentional self-harm","27.0"
"2003","FR72","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","187.0"
"2003","FR72","Rate","Total","65 years or over","Intentional self-harm","29.5"
"2003","FR81","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","127.1"
"2003","FR81","Rate","Total","65 years or over","Intentional self-harm","33.6"
"2003","FR82","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","149.3"
"2003","FR82","Rate","Total","65 years or over","Intentional self-harm","30.0"
"2003","FR83","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","99.7"
"2003","FR83","Rate","Total","65 years or over","Intentional self-harm","18.5"
"2003","HU10","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","33.2"
"2003","HU10","Rate","Total","65 years or over","Intentional self-harm","42.0"
"2003","HU21","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","52.1"
"2003","HU21","Rate","Total","65 years or over","Intentional self-harm","38.3"
"2003","HU22","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","29.8"
"2003","HU22","Rate","Total","65 years or over","Intentional self-harm","29.8"
"2003","HU23","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","24.7"
"2003","HU23","Rate","Total","65 years or over","Intentional self-harm","52.7"
"2003","HU31","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","44.3"
"2003","HU31","Rate","Total","65 years or over","Intentional self-harm","44.8"
"2003","HU32","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","30.5"
"2003","HU32","Rate","Total","65 years or over","Intentional self-harm","69.6"
"2003","HU33","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","48.6"
"2003","HU33","Rate","Total","65 years or over","Intentional self-harm","75.3"
"2003","NL11","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","258.2"
"2003","NL11","Rate","Total","65 years or over","Intentional self-harm","12.1"
"2003","NL12","Rate","Total","65 years or over","Mental and behavioural disorders (F00-F99)","226.0"
"2003","NL12","Rate","Total","65 years or over","Intentional self-harm","10.7"
